,eta,epsilon,mu,K,testing_mse,CB_size,tradeOff_dist
302,0.9,1.0,1.5,15,2.2020907205123508,881,2.213077857615182
303,0.9,1.0,1.5,20,1.4053494013506964,593,1.4131498206141346
304,0.9,2.0,0.1,5,3.587825678601324,6,3.5878260695936826
305,0.9,2.0,0.1,10,1.8979687086857298,7,1.8979696103073347
306,0.9,2.0,0.1,15,1.8979687086857298,7,1.8979696103073347
307,0.9,2.0,0.1,20,1.8979687086857298,7,1.8979696103073347
308,0.9,2.0,0.5,5,18.507954553959046,5,18.50795461273445
309,0.9,2.0,0.5,10,1.8979687086857298,7,1.8979696103073347
310,0.9,2.0,0.5,15,1.8979687086857298,7,1.8979696103073347
311,0.9,2.0,0.5,20,1.8979687086857298,7,1.8979696103073347
312,0.9,2.0,1.0,5,13.163798635372649,6,13.1637987208343
313,0.9,2.0,1.0,10,1.8979687086857298,7,1.8979696103073347
314,0.9,2.0,1.0,15,1.8979687086857298,7,1.8979696103073347
315,0.9,2.0,1.0,20,1.8979687086857298,7,1.8979696103073347
316,0.9,2.0,1.5,5,1.1480898804467725,7,1.1480914526222572
317,0.9,2.0,1.5,10,1.8979687086857298,7,1.8979696103073347
318,0.9,2.0,1.5,15,1.8979687086857298,7,1.8979696103073347
319,0.9,2.0,1.5,20,1.8979687086857298,7,1.8979696103073347
