,eta,epsilon,mu,K,r2,mse,CB_size,tradeOff_dist
174,0.02,80.0002,1.0,2,-2.251985940257681,182.8859721316203,1.0,182.888706055152
175,0.02,80.0002,1.0,5,-2.251985940257681,182.8859721316203,1.0,182.888706055152
176,0.02,80.0002,1.0,9,-2.251985940257681,182.8859721316203,1.0,182.888706055152
177,0.02,80.0002,1.0,12,-2.251985940257681,182.8859721316203,1.0,182.888706055152
178,0.02,80.0002,1.0,16,-2.251985940257681,182.8859721316203,1.0,182.888706055152
179,0.02,80.0002,1.0,20,-2.251985940257681,182.8859721316203,1.0,182.888706055152
180,0.02,100.0,0.0001,2,-2.251985940257681,182.8859721316203,1.0,182.888706055152
181,0.02,100.0,0.0001,5,-2.251985940257681,182.8859721316203,1.0,182.888706055152
182,0.02,100.0,0.0001,9,-2.251985940257681,182.8859721316203,1.0,182.888706055152
183,0.02,100.0,0.0001,12,-2.251985940257681,182.8859721316203,1.0,182.888706055152
184,0.02,100.0,0.0001,16,-2.251985940257681,182.8859721316203,1.0,182.888706055152
185,0.02,100.0,0.0001,20,-2.251985940257681,182.8859721316203,1.0,182.888706055152
186,0.02,100.0,0.20007999999999998,2,-2.251985940257681,182.8859721316203,1.0,182.888706055152
187,0.02,100.0,0.20007999999999998,5,-2.251985940257681,182.8859721316203,1.0,182.888706055152
188,0.02,100.0,0.20007999999999998,9,-2.251985940257681,182.8859721316203,1.0,182.888706055152
189,0.02,100.0,0.20007999999999998,12,-2.251985940257681,182.8859721316203,1.0,182.888706055152
190,0.02,100.0,0.20007999999999998,16,-2.251985940257681,182.8859721316203,1.0,182.888706055152
191,0.02,100.0,0.20007999999999998,20,-2.251985940257681,182.8859721316203,1.0,182.888706055152
192,0.02,100.0,0.40005999999999997,2,-2.251985940257681,182.8859721316203,1.0,182.888706055152
193,0.02,100.0,0.40005999999999997,5,-2.251985940257681,182.8859721316203,1.0,182.888706055152
194,0.02,100.0,0.40005999999999997,9,-2.251985940257681,182.8859721316203,1.0,182.888706055152
195,0.02,100.0,0.40005999999999997,12,-2.251985940257681,182.8859721316203,1.0,182.888706055152
196,0.02,100.0,0.40005999999999997,16,-2.251985940257681,182.8859721316203,1.0,182.888706055152
197,0.02,100.0,0.40005999999999997,20,-2.251985940257681,182.8859721316203,1.0,182.888706055152
198,0.02,100.0,0.6000399999999999,2,-2.251985940257681,182.8859721316203,1.0,182.888706055152
