,eta,epsilon,mu,K,r2,mse,CB_size,tradeOff_dist
991,0.804,60.0004,0.6000399999999999,5,,,,
992,0.804,60.0004,0.6000399999999999,9,,,,
993,0.804,60.0004,0.6000399999999999,12,,,,
994,0.804,60.0004,0.6000399999999999,16,,,,
995,0.804,60.0004,0.6000399999999999,20,,,,
996,0.804,60.0004,0.80002,2,,,,
997,0.804,60.0004,0.80002,5,,,,
998,0.804,60.0004,0.80002,9,,,,
999,0.804,60.0004,0.80002,12,,,,
1000,0.804,60.0004,0.80002,16,,,,
1001,0.804,60.0004,0.80002,20,,,,
1002,0.804,60.0004,1.0,2,,,,
1003,0.804,60.0004,1.0,5,,,,
1004,0.804,60.0004,1.0,9,,,,
1005,0.804,60.0004,1.0,12,,,,
1006,0.804,60.0004,1.0,16,,,,
1007,0.804,60.0004,1.0,20,,,,
1008,0.804,80.0002,0.0001,2,,,,
1009,0.804,80.0002,0.0001,5,,,,
1010,0.804,80.0002,0.0001,9,,,,
1011,0.804,80.0002,0.0001,12,,,,
1012,0.804,80.0002,0.0001,16,,,,
1013,0.804,80.0002,0.0001,20,,,,
1014,0.804,80.0002,0.20007999999999998,2,,,,
1015,0.804,80.0002,0.20007999999999998,5,,,,
1016,0.804,80.0002,0.20007999999999998,9,,,,
1017,0.804,80.0002,0.20007999999999998,12,,,,
1018,0.804,80.0002,0.20007999999999998,16,,,,
1019,0.804,80.0002,0.20007999999999998,20,,,,
1020,0.804,80.0002,0.40005999999999997,2,,,,
1021,0.804,80.0002,0.40005999999999997,5,,,,
1022,0.804,80.0002,0.40005999999999997,9,,,,
1023,0.804,80.0002,0.40005999999999997,12,,,,
1024,0.804,80.0002,0.40005999999999997,16,,,,
1025,0.804,80.0002,0.40005999999999997,20,,,,
1026,0.804,80.0002,0.6000399999999999,2,,,,
1027,0.804,80.0002,0.6000399999999999,5,,,,
1028,0.804,80.0002,0.6000399999999999,9,,,,
1029,0.804,80.0002,0.6000399999999999,12,,,,
1030,0.804,80.0002,0.6000399999999999,16,,,,
1031,0.804,80.0002,0.6000399999999999,20,,,,
1032,0.804,80.0002,0.80002,2,,,,
1033,0.804,80.0002,0.80002,5,,,,
1034,0.804,80.0002,0.80002,9,,,,
1035,0.804,80.0002,0.80002,12,,,,
1036,0.804,80.0002,0.80002,16,,,,
1037,0.804,80.0002,0.80002,20,,,,
1038,0.804,80.0002,1.0,2,,,,
1039,0.804,80.0002,1.0,5,,,,
1040,0.804,80.0002,1.0,9,,,,
1041,0.804,80.0002,1.0,12,,,,
1042,0.804,80.0002,1.0,16,,,,
1043,0.804,80.0002,1.0,20,,,,
1044,0.804,100.0,0.0001,2,,,,
1045,0.804,100.0,0.0001,5,,,,
1046,0.804,100.0,0.0001,9,,,,
1047,0.804,100.0,0.0001,12,,,,
1048,0.804,100.0,0.0001,16,-0.003189798955362644,7043660.111096025,14.0,7043660.1111099385
1049,0.804,100.0,0.0001,20,-0.003189798955362644,7043660.111096025,14.0,7043660.1111099385
1050,0.804,100.0,0.20007999999999998,2,,,,
1051,0.804,100.0,0.20007999999999998,5,,,,
1052,0.804,100.0,0.20007999999999998,9,,,,
1053,0.804,100.0,0.20007999999999998,12,,,,
1054,0.804,100.0,0.20007999999999998,16,-0.003189798955362644,7043660.111096025,14.0,7043660.1111099385
1055,0.804,100.0,0.20007999999999998,20,-0.003189798955362644,7043660.111096025,14.0,7043660.1111099385
1056,0.804,100.0,0.40005999999999997,2,,,,
1057,0.804,100.0,0.40005999999999997,5,,,,
1058,0.804,100.0,0.40005999999999997,9,,,,
1059,0.804,100.0,0.40005999999999997,12,,,,
1060,0.804,100.0,0.40005999999999997,16,-0.003189798955362644,7043660.111096025,14.0,7043660.1111099385
1061,0.804,100.0,0.40005999999999997,20,-0.003189798955362644,7043660.111096025,14.0,7043660.1111099385
1062,0.804,100.0,0.6000399999999999,2,,,,
1063,0.804,100.0,0.6000399999999999,5,,,,
1064,0.804,100.0,0.6000399999999999,9,,,,
1065,0.804,100.0,0.6000399999999999,12,,,,
1066,0.804,100.0,0.6000399999999999,16,-0.003189798955362644,7043660.111096025,14.0,7043660.1111099385
1067,0.804,100.0,0.6000399999999999,20,-0.003189798955362644,7043660.111096025,14.0,7043660.1111099385
1068,0.804,100.0,0.80002,2,,,,
1069,0.804,100.0,0.80002,5,,,,
1070,0.804,100.0,0.80002,9,,,,
1071,0.804,100.0,0.80002,12,,,,
1072,0.804,100.0,0.80002,16,-0.003189798955362644,7043660.111096025,14.0,7043660.1111099385
1073,0.804,100.0,0.80002,20,-0.003189798955362644,7043660.111096025,14.0,7043660.1111099385
1074,0.804,100.0,1.0,2,,,,
1075,0.804,100.0,1.0,5,,,,
1076,0.804,100.0,1.0,9,,,,
1077,0.804,100.0,1.0,12,,,,
1078,0.804,100.0,1.0,16,-0.003189798955362644,7043660.111096025,14.0,7043660.1111099385
1079,0.804,100.0,1.0,20,-0.003189798955362644,7043660.111096025,14.0,7043660.1111099385
1080,1.0,0.001,0.0001,2,0.05272031736686322,6651100.441374818,1961.0,6651100.73046389
1081,1.0,0.001,0.0001,5,0.43541813262395435,3964078.1662909477,1961.0,3964078.651336979
1082,1.0,0.001,0.0001,9,-1.8757655216108753,20191508.042175647,1961.0,20191508.13740184
1083,1.0,0.001,0.0001,12,-0.020183828287717365,7162979.672219701,1957.0,7162979.939555999
1084,1.0,0.001,0.0001,16,0.45229155709865476,3845605.403675339,1917.0,3845605.881479012
1085,1.0,0.001,0.0001,20,0.34389362048217587,4606695.900274957,1942.0,4606696.309609967
1086,1.0,0.001,0.20007999999999998,2,,,,
1087,1.0,0.001,0.20007999999999998,5,,,,
1088,1.0,0.001,0.20007999999999998,9,,,,
1089,1.0,0.001,0.20007999999999998,12,,,,
1090,1.0,0.001,0.20007999999999998,16,,,,
1091,1.0,0.001,0.20007999999999998,20,,,,
1092,1.0,0.001,0.40005999999999997,2,,,,
1093,1.0,0.001,0.40005999999999997,5,,,,
1094,1.0,0.001,0.40005999999999997,9,,,,
1095,1.0,0.001,0.40005999999999997,12,,,,
1096,1.0,0.001,0.40005999999999997,16,,,,
1097,1.0,0.001,0.40005999999999997,20,,,,
1098,1.0,0.001,0.6000399999999999,2,,,,
1099,1.0,0.001,0.6000399999999999,5,,,,
1100,1.0,0.001,0.6000399999999999,9,,,,
1101,1.0,0.001,0.6000399999999999,12,,,,
1102,1.0,0.001,0.6000399999999999,16,,,,
1103,1.0,0.001,0.6000399999999999,20,,,,
1104,1.0,0.001,0.80002,2,,,,
1105,1.0,0.001,0.80002,5,,,,
1106,1.0,0.001,0.80002,9,,,,
1107,1.0,0.001,0.80002,12,,,,
1108,1.0,0.001,0.80002,16,,,,
1109,1.0,0.001,0.80002,20,,,,
1110,1.0,0.001,1.0,2,,,,
1111,1.0,0.001,1.0,5,,,,
1112,1.0,0.001,1.0,9,,,,
1113,1.0,0.001,1.0,12,,,,
1114,1.0,0.001,1.0,16,,,,
1115,1.0,0.001,1.0,20,,,,
1116,1.0,20.0008,0.0001,2,,,,
1117,1.0,20.0008,0.0001,5,,,,
1118,1.0,20.0008,0.0001,9,,,,
1119,1.0,20.0008,0.0001,12,,,,
1120,1.0,20.0008,0.0001,16,,,,
1121,1.0,20.0008,0.0001,20,,,,
1122,1.0,20.0008,0.20007999999999998,2,,,,
1123,1.0,20.0008,0.20007999999999998,5,-1.7658529698619234,19419783.033339787,9.0,19419783.033341873
1124,1.0,20.0008,0.20007999999999998,9,,,,
1125,1.0,20.0008,0.20007999999999998,12,,,,
1126,1.0,20.0008,0.20007999999999998,16,,,,
1127,1.0,20.0008,0.20007999999999998,20,-0.2426412268874647,8724911.727915324,27.0,8724911.727957102
1128,1.0,20.0008,0.40005999999999997,2,,,,
1129,1.0,20.0008,0.40005999999999997,5,,,,
1130,1.0,20.0008,0.40005999999999997,9,,,,
1131,1.0,20.0008,0.40005999999999997,12,,,,
1132,1.0,20.0008,0.40005999999999997,16,,,,
1133,1.0,20.0008,0.40005999999999997,20,,,,
1134,1.0,20.0008,0.6000399999999999,2,,,,
1135,1.0,20.0008,0.6000399999999999,5,,,,
1136,1.0,20.0008,0.6000399999999999,9,,,,
1137,1.0,20.0008,0.6000399999999999,12,,,,
1138,1.0,20.0008,0.6000399999999999,16,,,,
1139,1.0,20.0008,0.6000399999999999,20,,,,
1140,1.0,20.0008,0.80002,2,,,,
1141,1.0,20.0008,0.80002,5,,,,
1142,1.0,20.0008,0.80002,9,,,,
1143,1.0,20.0008,0.80002,12,,,,
1144,1.0,20.0008,0.80002,16,,,,
1145,1.0,20.0008,0.80002,20,,,,
1146,1.0,20.0008,1.0,2,,,,
1147,1.0,20.0008,1.0,5,,,,
1148,1.0,20.0008,1.0,9,,,,
1149,1.0,20.0008,1.0,12,,,,
1150,1.0,20.0008,1.0,16,,,,
1151,1.0,20.0008,1.0,20,,,,
1152,1.0,40.0006,0.0001,2,,,,
1153,1.0,40.0006,0.0001,5,,,,
1154,1.0,40.0006,0.0001,9,,,,
1155,1.0,40.0006,0.0001,12,,,,
1156,1.0,40.0006,0.0001,16,,,,
1157,1.0,40.0006,0.0001,20,,,,
1158,1.0,40.0006,0.20007999999999998,2,,,,
1159,1.0,40.0006,0.20007999999999998,5,,,,
1160,1.0,40.0006,0.20007999999999998,9,,,,
1161,1.0,40.0006,0.20007999999999998,12,,,,
1162,1.0,40.0006,0.20007999999999998,16,,,,
1163,1.0,40.0006,0.20007999999999998,20,,,,
1164,1.0,40.0006,0.40005999999999997,2,,,,
1165,1.0,40.0006,0.40005999999999997,5,,,,
1166,1.0,40.0006,0.40005999999999997,9,,,,
1167,1.0,40.0006,0.40005999999999997,12,,,,
1168,1.0,40.0006,0.40005999999999997,16,,,,
1169,1.0,40.0006,0.40005999999999997,20,,,,
1170,1.0,40.0006,0.6000399999999999,2,,,,
1171,1.0,40.0006,0.6000399999999999,5,,,,
1172,1.0,40.0006,0.6000399999999999,9,,,,
1173,1.0,40.0006,0.6000399999999999,12,,,,
1174,1.0,40.0006,0.6000399999999999,16,,,,
1175,1.0,40.0006,0.6000399999999999,20,,,,
1176,1.0,40.0006,0.80002,2,,,,
1177,1.0,40.0006,0.80002,5,,,,
1178,1.0,40.0006,0.80002,9,,,,
1179,1.0,40.0006,0.80002,12,,,,
1180,1.0,40.0006,0.80002,16,,,,
1181,1.0,40.0006,0.80002,20,,,,
1182,1.0,40.0006,1.0,2,,,,
1183,1.0,40.0006,1.0,5,,,,
1184,1.0,40.0006,1.0,9,,,,
1185,1.0,40.0006,1.0,12,,,,
1186,1.0,40.0006,1.0,16,,,,
1187,1.0,40.0006,1.0,20,,,,
1188,1.0,60.0004,0.0001,2,,,,
1189,1.0,60.0004,0.0001,5,,,,
1190,1.0,60.0004,0.0001,9,,,,
1191,1.0,60.0004,0.0001,12,,,,
1192,1.0,60.0004,0.0001,16,,,,
1193,1.0,60.0004,0.0001,20,,,,
1194,1.0,60.0004,0.20007999999999998,2,,,,
1195,1.0,60.0004,0.20007999999999998,5,,,,
1196,1.0,60.0004,0.20007999999999998,9,,,,
1197,1.0,60.0004,0.20007999999999998,12,,,,
1198,1.0,60.0004,0.20007999999999998,16,,,,
1199,1.0,60.0004,0.20007999999999998,20,,,,
1200,1.0,60.0004,0.40005999999999997,2,,,,
1201,1.0,60.0004,0.40005999999999997,5,,,,
1202,1.0,60.0004,0.40005999999999997,9,,,,
1203,1.0,60.0004,0.40005999999999997,12,,,,
1204,1.0,60.0004,0.40005999999999997,16,,,,
1205,1.0,60.0004,0.40005999999999997,20,,,,
1206,1.0,60.0004,0.6000399999999999,2,,,,
1207,1.0,60.0004,0.6000399999999999,5,,,,
1208,1.0,60.0004,0.6000399999999999,9,,,,
1209,1.0,60.0004,0.6000399999999999,12,,,,
1210,1.0,60.0004,0.6000399999999999,16,,,,
1211,1.0,60.0004,0.6000399999999999,20,,,,
1212,1.0,60.0004,0.80002,2,,,,
1213,1.0,60.0004,0.80002,5,,,,
1214,1.0,60.0004,0.80002,9,,,,
1215,1.0,60.0004,0.80002,12,,,,
1216,1.0,60.0004,0.80002,16,,,,
1217,1.0,60.0004,0.80002,20,,,,
1218,1.0,60.0004,1.0,2,,,,
1219,1.0,60.0004,1.0,5,,,,
1220,1.0,60.0004,1.0,9,,,,
1221,1.0,60.0004,1.0,12,,,,
1222,1.0,60.0004,1.0,16,,,,
1223,1.0,60.0004,1.0,20,,,,
1224,1.0,80.0002,0.0001,2,,,,
1225,1.0,80.0002,0.0001,5,,,,
1226,1.0,80.0002,0.0001,9,,,,
1227,1.0,80.0002,0.0001,12,,,,
1228,1.0,80.0002,0.0001,16,,,,
1229,1.0,80.0002,0.0001,20,,,,
1230,1.0,80.0002,0.20007999999999998,2,,,,
1231,1.0,80.0002,0.20007999999999998,5,,,,
1232,1.0,80.0002,0.20007999999999998,9,,,,
1233,1.0,80.0002,0.20007999999999998,12,,,,
1234,1.0,80.0002,0.20007999999999998,16,,,,
1235,1.0,80.0002,0.20007999999999998,20,,,,
1236,1.0,80.0002,0.40005999999999997,2,,,,
1237,1.0,80.0002,0.40005999999999997,5,,,,
1238,1.0,80.0002,0.40005999999999997,9,,,,
1239,1.0,80.0002,0.40005999999999997,12,,,,
1240,1.0,80.0002,0.40005999999999997,16,,,,
1241,1.0,80.0002,0.40005999999999997,20,,,,
1242,1.0,80.0002,0.6000399999999999,2,,,,
1243,1.0,80.0002,0.6000399999999999,5,,,,
1244,1.0,80.0002,0.6000399999999999,9,,,,
1245,1.0,80.0002,0.6000399999999999,12,,,,
1246,1.0,80.0002,0.6000399999999999,16,,,,
1247,1.0,80.0002,0.6000399999999999,20,,,,
1248,1.0,80.0002,0.80002,2,,,,
1249,1.0,80.0002,0.80002,5,,,,
1250,1.0,80.0002,0.80002,9,,,,
1251,1.0,80.0002,0.80002,12,,,,
1252,1.0,80.0002,0.80002,16,,,,
1253,1.0,80.0002,0.80002,20,,,,
1254,1.0,80.0002,1.0,2,,,,
1255,1.0,80.0002,1.0,5,,,,
1256,1.0,80.0002,1.0,9,,,,
1257,1.0,80.0002,1.0,12,,,,
1258,1.0,80.0002,1.0,16,,,,
1259,1.0,80.0002,1.0,20,,,,
1260,1.0,100.0,0.0001,2,,,,
1261,1.0,100.0,0.0001,5,,,,
1262,1.0,100.0,0.0001,9,,,,
1263,1.0,100.0,0.0001,12,,,,
1264,1.0,100.0,0.0001,16,-0.0031886108541969715,7043651.769124447,14.0,7043651.769138361
1265,1.0,100.0,0.0001,20,-0.0031886108541969715,7043651.769124447,14.0,7043651.769138361
1266,1.0,100.0,0.20007999999999998,2,,,,
1267,1.0,100.0,0.20007999999999998,5,,,,
1268,1.0,100.0,0.20007999999999998,9,,,,
1269,1.0,100.0,0.20007999999999998,12,,,,
1270,1.0,100.0,0.20007999999999998,16,-0.0031886108541969715,7043651.769124447,14.0,7043651.769138361
1271,1.0,100.0,0.20007999999999998,20,-0.0031886108541969715,7043651.769124447,14.0,7043651.769138361
1272,1.0,100.0,0.40005999999999997,2,,,,
1273,1.0,100.0,0.40005999999999997,5,,,,
1274,1.0,100.0,0.40005999999999997,9,,,,
1275,1.0,100.0,0.40005999999999997,12,,,,
1276,1.0,100.0,0.40005999999999997,16,-0.0031886108541969715,7043651.769124447,14.0,7043651.769138361
1277,1.0,100.0,0.40005999999999997,20,-0.0031886108541969715,7043651.769124447,14.0,7043651.769138361
1278,1.0,100.0,0.6000399999999999,2,,,,
1279,1.0,100.0,0.6000399999999999,5,,,,
1280,1.0,100.0,0.6000399999999999,9,,,,
1281,1.0,100.0,0.6000399999999999,12,,,,
1282,1.0,100.0,0.6000399999999999,16,-0.0031886108541969715,7043651.769124447,14.0,7043651.769138361
1283,1.0,100.0,0.6000399999999999,20,-0.0031886108541969715,7043651.769124447,14.0,7043651.769138361
1284,1.0,100.0,0.80002,2,,,,
1285,1.0,100.0,0.80002,5,,,,
1286,1.0,100.0,0.80002,9,,,,
1287,1.0,100.0,0.80002,12,,,,
1288,1.0,100.0,0.80002,16,-0.0031886108541969715,7043651.769124447,14.0,7043651.769138361
1289,1.0,100.0,0.80002,20,-0.0031886108541969715,7043651.769124447,14.0,7043651.769138361
1290,1.0,100.0,1.0,2,,,,
1291,1.0,100.0,1.0,5,,,,
1292,1.0,100.0,1.0,9,,,,
1293,1.0,100.0,1.0,12,,,,
1294,1.0,100.0,1.0,16,-0.0031886108541969715,7043651.769124447,14.0,7043651.769138361
1295,1.0,100.0,1.0,20,-0.0031886108541969715,7043651.769124447,14.0,7043651.769138361
